ID,Group ID,Question,Grade 1,Grade 2,Column_type,Difference,Authors,Year,Title,Venue,Pages,Publisher,DOI,Link,Type,Common Ground
14,1,P1-Q2,1.0,2.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P1-Q3,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P1-Q4,1.0,,Ordinal,N/A,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,1.0
14,1,P1-Q5,0.0,1.0,Yes/No,Extreme,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.5
14,1,P1-Q6,['Accuracy'],['None'],Categorical,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,['Accuracy']
14,1,P1-Q7,75.78,75.78,Numeric,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,75.78
14,1,P1-Q8,4.0,4.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
14,1,P1-Q9,1.0,1.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,1.0
14,1,P2-Q1,3.0,3.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,3
14,1,P2-Q10,3.0,4.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
14,1,P2-Q11,3.0,2.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P2-Q12,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P2-Q13,1.0,3.0,Ordinal,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P2-Q14,1.0,3.0,Ordinal,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P2-Q2,5.0,4.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
14,1,P2-Q3,1.0,3.0,Ordinal,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P2-Q4,2.0,4.0,Ordinal,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,3
14,1,P2-Q5,3.0,4.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
14,1,P2-Q6,1.0,2.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P2-Q7,4.0,4.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
14,1,P2-Q8,3.0,3.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,3
14,1,P2-Q9,2.0,3.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P3-20,4.0,,,N/A,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4.0
14,1,P3-Q1,3.0,3.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,3
14,1,P3-Q10,3.0,4.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
14,1,P3-Q11,1.0,3.0,Ordinal,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P3-Q12,1.0,2.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P3-Q13,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P3-Q14,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P3-Q15,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P3-Q16,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P3-Q17,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P3-Q18,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P3-Q19,0.0,0.0,Yes/No,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,0.0
14,1,P3-Q2,1.0,3.0,Ordinal,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P3-Q20,,4.0,Ordinal,N/A,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4.0
14,1,P3-Q3,1.0,1.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,1
14,1,P3-Q4,1.0,1.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,1
14,1,P3-Q5,3.0,1.0,Ordinal,Moderate,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P3-Q6,2.0,3.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,2
14,1,P3-Q7,5.0,4.0,Ordinal,Negligeable,Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
14,1,P3-Q8,1.0,1.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,1
14,1,P3-Q9,4.0,4.0,Ordinal,None (Identical),Talluri Upender; Bechoo Lal; Regonda Nagaraju,2024,Transfer Learning Method for Handling The Intrusion Detection System with Zero Attacks Using Machine Learning and Deep Learning %@ 9798400709418,Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,Article 48,Association for Computing Machinery,10.1145/3647444.3647874,https://doi-org.proxy.bib.uottawa.ca/10.1145/3647444.3647874,Conference Paper,4
15,1,P1-Q1,1.0,1.0,Yes/No,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,1.0
15,1,P1-Q10,"['Precision', 'Recall', 'F1-Score', 'ROC', 'FPR', 'ROC', 'FNR', 'Feature Importance', 'AUC']","['Precision', 'Recall', 'F1-Score', 'FPR', 'FNR', 'ROC', 'AUC']",Categorical,Negligeable,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,"['ROC', 'Precision', 'F1-Score', 'FPR', 'FNR', 'Recall', 'Feature Importance', 'AUC']"
15,1,P1-Q2,1.0,2.0,Ordinal,Negligeable,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,2
15,1,P1-Q3,0.0,0.0,Yes/No,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,0.0
15,1,P1-Q4,4.0,1.0,Ordinal,Extreme,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,2
15,1,P1-Q5,1.0,1.0,Yes/No,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,1.0
15,1,P1-Q6,['None'],['None'],Categorical,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,[]
15,1,P1-Q7,94.74,94.74,Numeric,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,94.74
15,1,P1-Q8,4.0,4.0,Ordinal,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,4
15,1,P1-Q9,1.0,1.0,Yes/No,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,1.0
15,1,P2-Q1,5.0,2.0,Ordinal,Extreme,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,4
15,1,P2-Q10,4.0,3.0,Ordinal,Negligeable,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,4
15,1,P2-Q11,4.0,2.0,Ordinal,Moderate,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,3
15,1,P2-Q12,0.0,1.0,Yes/No,Extreme,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,0.5
15,1,P2-Q13,5.0,4.0,Ordinal,Negligeable,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,4
15,1,P2-Q14,2.0,2.0,Ordinal,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,2
15,1,P2-Q2,4.0,1.0,Ordinal,Extreme,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,2
15,1,P2-Q3,4.0,2.0,Ordinal,Moderate,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,3
15,1,P2-Q4,1.0,3.0,Ordinal,Moderate,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,2
15,1,P2-Q5,5.0,5.0,Ordinal,None (Identical),Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,5
15,1,P2-Q6,5.0,4.0,Ordinal,Negligeable,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,GNN-IDS: Graph Neural Network based Intrusion Detection System %@ 9798400717185,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Article 14,Association for Computing Machinery,10.1145/3664476.3664515,https://doi-org.proxy.bib.uottawa.ca/10.1145/3664476.3664515,Conference Paper,4
